dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
IEMOCAPFour,0.5,audio,1,2504,0.0017224034567996963,0.02111604430090886,0.25629093985076246,0.019393640848549124,0.2351748955863031,0.9999989025032939,0.9999989019796109,0.9472819522436792,0.999106348036958,0.9789345404400993,0.9743324238509415,0.019404266960918903,0.1723301187157631
IEMOCAPFour,0.5,audio,2-3,1536,0.279630344100345,0.28200907742818043,0.37520444417896215,0.0023787333278354104,0.09319536691327812,0.9407883066523937,0.9407883069094775,0.9085848180717827,0.9685114145977423,0.9489568423790237,0.9495237796024109,0.002654939889907837,0.042462656274437904
IEMOCAPFour,0.5,audio,4-7,232,0.46703264502615766,0.4663393945144168,0.540347245329156,-0.000693250511740816,0.07400785107165575,0.8690863572831812,0.869086357668556,0.8287765480706404,0.9386799065717335,0.9197208890370254,0.9230728378069812,-0.00011026859283447266,0.020647764205932617
IEMOCAPFour,0.5,text,1,2416,0.0024041489329665517,0.021793437346859238,0.27920351141604244,0.01938928841476002,0.25741007423648204,0.9999983450336172,0.9999983444908597,0.9345642584561068,0.9984390822467425,0.9782807929132948,0.9457800615677573,0.019380989484488964,0.18721482902765274
IEMOCAPFour,0.5,text,2-3,1584,0.30213717751162633,0.305815340200853,0.3906780420684942,0.00367816268922667,0.08486270215926749,0.925839660336461,0.9258396631257251,0.8905998297750649,0.9391431454192809,0.9201841556062602,0.9133837548733661,0.004342198371887207,0.03694208711385727
IEMOCAPFour,0.5,text,4-7,352,0.4575676079839468,0.4592491204808043,0.504662109750577,0.0016815124968574805,0.04541298962960189,0.8592060735787858,0.8592060752297667,0.8341907330534675,0.8935008735649965,0.8754636575891213,0.8733556089414791,0.0024924203753471375,0.009258460253477097
IEMOCAPFour,0.5,text,8+,8,0.5413849428296089,0.5413818359375,0.725929606705904,-3.1068921089172363e-06,0.184547770768404,0.8318436108529568,0.8318436704576015,0.7948684021830559,0.8845833912491798,0.8667076081037521,1.0149267241358757,0.0022548288106918335,0.05292738974094391
IEMOCAPFour,0.5,visual,1,2368,0.0016810439962338588,0.021113934943207062,0.27930515303081405,0.019432890935678262,0.2581912183959503,0.9999989604678106,0.9999989610719117,0.937055786873365,0.9991055556849854,0.9789337974444434,0.9753323161370449,0.019417977891862392,0.1878138706088066
IEMOCAPFour,0.5,visual,2-3,1528,0.31375872668278704,0.3151429536513477,0.3954079238727143,0.0013842269685606994,0.08026497031157319,0.9238624998992455,0.9238624997285844,0.8922285941284375,0.9680700477661263,0.9485251490046217,0.9444709189860296,0.0016235113143920898,0.029307126998901367
IEMOCAPFour,0.5,visual,4-7,368,0.4783317634795347,0.47779540448328073,0.5142626740929225,-0.0005363589962539465,0.03646726983234934,0.8499450906554399,0.8499450858064886,0.8290087986261705,0.9341208061770253,0.9152556791415681,0.9180089747128279,0.0002362579107284546,0.012824669480323792
