epoch,split,pattern,target_sentiment_wf1,loss_total,loss_sentiment,loss_predictability,loss_variance,loss_covariance,target_effective_rank,target_std_mean,pattern_smooth_l1,centered_cosine,real_vs_shuffle_cosine_gap,centered_retrieval,chance,prediction_effective_rank,std_ratio,prediction_sentiment_wf1
1,train,A,0.8385936962838275,2.678870677947998,1.5569589138031006,0.08276146650314331,0.7063683271408081,0.33278191089630127,1.8530780406137526,0.29338570989051405,0.08338748663663864,0.021564345806837082,0.0009418603149242699,0.0007788161747157574,0.000778816199376947,4.498865336847957,0.043428897857666016,0.39217339157284975
1,train,V,0.8385936962838275,2.678870677947998,1.5569589138031006,0.08276146650314331,0.7063683271408081,0.33278191089630127,1.8530780406137526,0.29338570989051405,0.0822615697979927,0.031136788427829742,0.004365276079624891,0.0,0.000778816199376947,3.2509449731055176,0.12148930877447128,0.39217339157284975
1,train,AV,0.8385936962838275,2.678870677947998,1.5569589138031006,0.08276146650314331,0.7063683271408081,0.33278191089630127,1.8530780406137526,0.29338570989051405,0.08263535052537918,0.038721006363630295,0.0032730104867368937,0.0015576323494315147,0.000778816199376947,3.980587195690143,0.1512831598520279,0.39217339157284975
1,validation,A,0.8438618393674575,3.114154100418091,1.9785659313201904,0.08490058779716492,0.7023070454597473,0.34838050603866577,1.8409666726016634,0.29744788351562046,0.08524449914693832,0.007590804249048233,-0.00013955842587165534,0.017467249184846878,0.004366812227074236,5.524730685783442,0.03818662837147713,0.4187363834422658
1,validation,V,0.8438618393674575,3.114154100418091,1.9785659313201904,0.08490058779716492,0.7023070454597473,0.34838050603866577,1.8409666726016634,0.29744788351562046,0.08351252228021622,0.007295316085219383,-0.0013862039195373654,0.008733624592423439,0.004366812227074236,3.4712248638171643,0.09516815096139908,0.4187363834422658
1,validation,AV,0.8438618393674575,3.114154100418091,1.9785659313201904,0.08490058779716492,0.7023070454597473,0.34838050603866577,1.8409666726016634,0.29744788351562046,0.0859447568655014,0.012703882530331612,-0.0002505680313333869,0.008733624592423439,0.004366812227074236,4.99547188577313,0.1163073182106018,0.4187363834422658
2,train,A,0.8686949254847863,2.0728487968444824,0.8416147232055664,0.08027639985084534,0.6559721827507019,0.4949856698513031,1.7177575841325166,0.343837248241655,0.07914943993091583,0.010294664651155472,0.0001908076519612223,0.0015576323494315147,0.000778816199376947,4.800942237186132,0.0363851860165596,0.39217339157284975
2,train,V,0.8686949254847863,2.0728487968444824,0.8416147232055664,0.08027639985084534,0.6559721827507019,0.4949856698513031,1.7177575841325166,0.343837248241655,0.08054624497890472,0.0542578287422657,0.006688028573989868,0.0,0.000778816199376947,3.3993816404013533,0.09845004975795746,0.39217339157284975
2,train,AV,0.8686949254847863,2.0728487968444824,0.8416147232055664,0.08027639985084534,0.6559721827507019,0.4949856698513031,1.7177575841325166,0.343837248241655,0.08113350719213486,0.06505534052848816,0.005955272354185581,0.0,0.000778816199376947,4.362829065797499,0.12237359583377838,0.39217339157284975
2,validation,A,0.8516304436304437,2.5234804153442383,1.2621713876724243,0.08362483978271484,0.6512092351913452,0.5264750719070435,1.70497762809475,0.34860054584263334,0.08189410716295242,0.008020453155040741,-7.478431143681519e-06,0.008733624592423439,0.004366812227074236,5.805712975598065,0.0322532095015049,0.4187363834422658
