dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
IEMOCAPFour,0.7,audio,1,2440,0.0017398721078905987,0.020971619257642352,0.2516008874489239,0.019231747150360072,0.2306292681302112,0.9999989827392531,0.9999989854019197,0.9495715017690033,0.9990196421498158,0.9790754611863465,0.9661613114300321,0.019292167387902737,0.17244330048561096
IEMOCAPFour,0.7,audio,2-3,2200,0.29381289709740405,0.2966656670465388,0.38920781771398405,0.0028527699487114495,0.09254215042699467,0.9359360493313182,0.9359360472993418,0.8999334979870103,0.9522357761453498,0.9332258620451798,0.9269490256634626,0.00322047621011734,0.03598928451538086
IEMOCAPFour,0.7,audio,4-7,712,0.46664949432224706,0.46704788528006064,0.5117289540619495,0.0003983909578135844,0.04468106885513898,0.8609186009388794,0.8609185963555166,0.8378823297621494,0.901515409308538,0.88352099885599,0.8817153399747409,0.0007386207580566406,0.011081784963607788
IEMOCAPFour,0.7,audio,8+,88,0.5914565693925727,0.5909472162073309,0.6058287810195576,-0.0005093531852418727,0.014881564812226728,0.7813023454933004,0.7813023426993326,0.7743726409971714,0.8446021249348467,0.8277454013851556,0.8344548337838866,0.0012778937816619873,0.001833602786064148
IEMOCAPFour,0.7,text,1,2424,0.002386719268035671,0.021653904692537272,0.23729375569939787,0.019267185426719808,0.21563985079938774,0.9999985407681355,0.9999985423172661,0.9497268841119342,0.9983426932208609,0.9784120019808067,0.9426422050659216,0.01934198196977377,0.14890608936548233
IEMOCAPFour,0.7,text,2-3,1992,0.2800287711742637,0.28436438866281305,0.3639327984108743,0.004335617488549356,0.07956840975928199,0.9349095384201341,0.934909537138163,0.9062746241632624,0.9323666365031736,0.9137509976285528,0.9022450872274288,0.0048681870102882385,0.027376532554626465
IEMOCAPFour,0.7,text,4-7,792,0.4452582719133734,0.4473307124912889,0.47803705069942004,0.0020724405779155215,0.030706338161094623,0.8697591166604649,0.86975911852311,0.8524646644734524,0.8751703270457007,0.857694950707332,0.856623457161465,0.0028258413076400757,0.006140589714050293
IEMOCAPFour,0.7,text,8+,88,0.5534135922789574,0.5545284258709713,0.5827170182019472,0.0011148335920138793,0.028188592330975967,0.8320768241855231,0.83207682994279,0.8189790739931844,0.833042174577713,0.8163896423171867,0.8427235907451673,0.002021506428718567,0.0008646547794342041
IEMOCAPFour,0.7,visual,1,2304,0.0016227353501155524,0.020968966573289234,0.25431428886319435,0.019346231239776697,0.23334532219855142,0.999999165845414,0.9999991659488943,0.9477053743111254,0.9990137605410483,0.9790696701190124,0.9649082853769263,0.01942500565201044,0.16940715163946152
IEMOCAPFour,0.7,visual,2-3,2272,0.28919965226996797,0.2920262182416709,0.38467604716301856,0.002826565971702967,0.09264982892626661,0.9369952398332649,0.9369952407777047,0.902588022908878,0.953507534989064,0.9344731301174197,0.9290048623142738,0.003165990114212036,0.037947190925478935
IEMOCAPFour,0.7,visual,4-7,1056,0.4816466364409831,0.48183484014942113,0.5254182806732415,0.0001882037084380334,0.04358344046032113,0.8582066876856103,0.8582066891319824,0.8348227565910554,0.9089762538276387,0.8908322935246609,0.8957284668065382,0.0011139363050460815,0.01147325336933136
IEMOCAPFour,0.7,visual,8+,112,0.6152212002447673,0.6145291891215103,0.634185957855412,-0.0006920111232570239,0.019656768733901635,0.7729477151297033,0.7729477046190628,0.7623439949072365,0.8558686364974294,0.8387848412884134,0.840064807661942,0.0007511377334594727,0.005365967750549316
