dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
IEMOCAPFour,0.7,audio,1,2256,0.0016343006299077826,0.020811865164845494,0.25833325137397445,0.0191775645316803,0.2375213861893136,0.9999990352290742,0.9999990350441307,0.9428969289924196,0.9991279640466186,0.9792331745649906,0.9716878286860091,0.019305705092847347,0.1523088440299034
IEMOCAPFour,0.7,audio,2-3,2064,0.29939492525309036,0.30226453943557086,0.4055157415839562,0.002869614182480488,0.10325120228465444,0.9268065385995143,0.92680654053616,0.8871352126471728,0.9606048225085865,0.9414802164763443,0.9369327995579603,0.003820609301328659,0.04095112159848213
IEMOCAPFour,0.7,audio,4-7,840,0.45524647943232033,0.4568006337664667,0.502226561786873,0.001554154334146352,0.04542592794944843,0.8672489999394332,0.8672489989016737,0.8434529583014193,0.8897600605019501,0.8720456843220052,0.8711465322900386,0.002766028046607971,0.01174066960811615
IEMOCAPFour,0.7,audio,8+,136,0.5931910693864612,0.593990507261718,0.641980773604968,0.0007994378752568189,0.047990266343249995,0.8048128334476667,0.8048128296128091,0.7728217161972734,0.8425462712698123,0.8257838088799926,0.8221254252335605,0.0024780184030532837,0.01070229709148407
IEMOCAPFour,0.7,text,1,2408,0.002259393162435676,0.021463057737908887,0.26706192201039014,0.01920366460191352,0.24559886438232162,0.9999985953799118,0.9999985949591149,0.9423302560549638,0.9984825195070121,0.9786005612970191,0.9501971201816468,0.019302711822092533,0.17222536355257034
IEMOCAPFour,0.7,text,2-3,2080,0.3022794756980147,0.30554175766614766,0.39182696517628546,0.0032622819685807023,0.08628520750297376,0.9303137449010347,0.9303137484722985,0.8970511643305564,0.9484183041522136,0.9295315042567941,0.9245141924000704,0.004402860999107361,0.02753649652004242
IEMOCAPFour,0.7,text,4-7,752,0.440452440909328,0.4426659160749392,0.49060128245780127,0.002213475165611252,0.047935366551292706,0.8785473877524442,0.8785473858501683,0.8520433870639573,0.8850793198860706,0.8674515379156839,0.8741188621584405,0.0034269243478775024,0.011976409703493118
IEMOCAPFour,0.7,text,8+,56,0.6549878248146602,0.6530676766165665,0.6801545753010682,-0.0019201481980936868,0.027086898684501648,0.7547787566270147,0.754778760285782,0.7418811327910849,0.8795931802264282,0.8620753985430513,0.8958308132631438,-0.0001946091651916504,0.00340116024017334
IEMOCAPFour,0.7,visual,1,2264,0.001626000883170298,0.020893382044285272,0.2375970719889787,0.019267381159440603,0.21670368997842507,0.9999990813671068,0.9999990796031885,0.9505847290309652,0.9990423938832098,0.9791493039354419,0.9706438485888416,0.019329117611050606,0.14241709560155869
IEMOCAPFour,0.7,visual,2-3,2056,0.28241702127596546,0.2856558474027171,0.38276728464776094,0.003238826126751675,0.09711143738727886,0.9343911605571842,0.9343911574370725,0.8979949185240593,0.9646173640505813,0.9454134995922272,0.9483194484263079,0.0039480701088905334,0.033291012048721313
IEMOCAPFour,0.7,visual,4-7,1160,0.4862896841822256,0.48635380957917923,0.5278562219813466,6.412539695357454e-05,0.04150241219021123,0.8496844230316065,0.8496844242230571,0.8297763469243615,0.933505558171149,0.9149206861596683,0.9192747457017159,0.0008502304553985596,0.01027853786945343
IEMOCAPFour,0.7,visual,8+,104,0.6909917151698699,0.6879365103176007,0.7398904006068523,-0.0030552048522692462,0.05195389028925162,0.7663903855360471,0.7663903940612307,0.7397661444802697,0.9814734137975253,0.9619414703204081,0.9812635303689883,0.00197426974773407,0.029689908027648926
