dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
IEMOCAPFour,0.7,audio,1,2416,0.0016932383375464967,0.02116927750784879,0.25353341836201654,0.019476039174771465,0.23236414081484869,0.9999990317945844,0.9999990305363737,0.9471350750879736,0.9990458734432198,0.9788752862850562,0.9701012332017058,0.019449573941528797,0.16431661695241928
IEMOCAPFour,0.7,audio,2-3,2176,0.28253552339703997,0.2852816772407523,0.3697527662289384,0.00274615384371239,0.08447108895223424,0.9380815750679604,0.9380815747563782,0.9081243975670077,0.9626255066490129,0.9431894184090197,0.9402273447143242,0.0029400065541267395,0.032781798392534256
IEMOCAPFour,0.7,audio,4-7,848,0.4677696237208779,0.4681647064357574,0.5012862000192674,0.000395082714879569,0.03312149360108207,0.8634298517168851,0.8634298506186273,0.846436146182175,0.9084901849756826,0.8901432610626491,0.8942962165500196,0.0012208223342895508,0.006215870380401611
IEMOCAPFour,0.7,audio,8+,88,0.5533171362158927,0.5549254751002247,0.5917315479706634,0.0016083388843319633,0.03680607287043875,0.8200912796468898,0.8200912862508134,0.8005521375770596,0.8081457191570238,0.7918356863612478,0.8030409528450533,0.0031390488147735596,0.005993247032165527
IEMOCAPFour,0.7,text,1,2400,0.0023494473815420256,0.021791278729215265,0.26387978849117644,0.019441831363365053,0.24208850996762823,0.9999984546005726,0.9999984530856212,0.9402435831865296,0.9984362931301196,0.9782780547688404,0.9414812273035447,0.01943959668278694,0.1695130616426468
IEMOCAPFour,0.7,text,2-3,2040,0.29660395827537,0.30094396190571726,0.389637154265873,0.004340003629890727,0.08869319239667818,0.9278819578864118,0.9278819576745816,0.8888004547843308,0.9264694025995684,0.9077683098760305,0.8962949010671354,0.00479397177696228,0.03224850818514824
IEMOCAPFour,0.7,text,4-7,736,0.4843502747320125,0.486337175714257,0.5202475949089326,0.0019869009822445073,0.03391041927566023,0.8412624343662806,0.8412624313698515,0.822082511453039,0.8640477792967273,0.846611103731329,0.8477506118867061,0.0026337653398513794,0.009457159787416458
IEMOCAPFour,0.7,text,8+,72,0.6093293353915215,0.6098172790888283,0.6130389444943931,0.00048794369730684493,0.003221665405564838,0.767391549423337,0.7673915407309929,0.7579927276819944,0.7974862940609455,0.7813853865696324,0.780174669292238,0.0010454505681991577,-0.0003019571304321289
IEMOCAPFour,0.7,visual,1,2408,0.0015745395745969206,0.021112071108877462,0.2562066623198481,0.019537531524785233,0.23509459121174417,0.9999991340742159,0.9999991346435293,0.9458018390158581,0.9990993028265297,0.9789276773549394,0.9684701401034859,0.019508861005306244,0.17211318016052246
IEMOCAPFour,0.7,visual,2-3,2208,0.28902967795484996,0.2917963104116717,0.3851031214977358,0.002766632456821727,0.09330681098652059,0.9334908797915188,0.9334908761252798,0.8984215154153956,0.9606653686234916,0.9412694189265587,0.9404925061929701,0.003113970160484314,0.035903677344322205
IEMOCAPFour,0.7,visual,4-7,896,0.47115234891784247,0.47120309453956516,0.5082284885575064,5.0745621722723756e-05,0.03702539410109499,0.8583790584400829,0.8583790570763605,0.840619348247336,0.9153331015924258,0.896851765923202,0.9046667323979948,0.0006852000951766968,0.00549713522195816
IEMOCAPFour,0.7,visual,8+,80,0.656255430355668,0.6537926588207483,0.6769635368138551,-0.0024627715349197386,0.023170877993106843,0.7364124465733767,0.736412446666509,0.7191223435103893,0.9007627218961716,0.8825537666678429,0.8905777804553509,-0.001735299825668335,0.00372236967086792
