seed,rate,sample_index,pattern,label,bb,bg,gb,gg,grand,content,slot,interaction,additive_sign_disagreement_fraction
66,0.1,9,AT,0.800000011920929,0.7839982509613037,0.7839982509613037,0.7839982509613037,0.7839982509613037,0.7839982509613037,0.0,0.0,0.0,0.0
66,0.1,12,AV,-2.5999999046325684,0.0629536584019661,0.0629536584019661,0.0629536584019661,0.0629536584019661,0.0629536584019661,0.0,0.0,0.0,0.0
66,0.1,17,AT,-2.799999952316284,1.313437581062317,1.313437581062317,1.313437581062317,1.313437581062317,1.313437581062317,0.0,0.0,0.0,0.0
66,0.1,20,AT,-2.5999999046325684,0.8192854523658752,0.8192854523658752,0.8192854523658752,0.8192854523658752,0.8192854523658752,0.0,0.0,0.0,0.0
66,0.1,28,AV,0.20000000298023224,0.3382636308670044,0.3382636308670044,0.3382636308670044,0.3382636308670044,0.3382636308670044,0.0,0.0,0.0,0.0
66,0.1,30,AT,-2.799999952316284,1.011436104774475,1.011436104774475,1.011436104774475,1.011436104774475,1.011436104774475,0.0,0.0,0.0,0.0
66,0.1,41,TV,-1.600000023841858,0.41705143451690674,0.453613817691803,0.4459734857082367,0.45318111777305603,0.4424549639225006,-0.014244675636291504,0.0218849778175354,0.029354751110076904,0.0
66,0.1,46,AV,3.0,-0.19532138109207153,-0.2513285279273987,-0.17035704851150513,-0.21916455030441284,-0.20904287695884705,-0.028564155101776123,-0.05240732431411743,-0.007199645042419434,0.0
66,0.1,52,TV,-2.0,0.34463176131248474,0.3542727530002594,0.3227393925189972,0.3287006914615631,0.3375861346721649,0.02373221516609192,0.007801145315170288,0.0036796927452087402,0.0
66,0.1,68,AT,-1.2000000476837158,0.8953104615211487,0.902195155620575,0.9280076622962952,0.9348920583724976,0.9151012897491455,-0.032697081565856934,0.006884515285491943,2.980232238769531e-07,0.0
66,0.1,74,TV,-0.800000011920929,1.0853413343429565,1.0806584358215332,0.9680594801902771,0.982550323009491,1.0291523933410645,0.10769504308700562,0.004904031753540039,-0.019173741340637207,0.0
66,0.1,77,AV,-1.0,0.38595297932624817,0.44467586278915405,0.31959396600723267,0.36702319979667664,0.3793115019798279,0.07200586795806885,0.05307602882385254,0.011293649673461914,0.0
66,0.1,78,AV,-2.0,-0.06888320297002792,0.0055540092289447784,-0.1256076991558075,-0.0628773421049118,-0.06295356154441833,0.06257792562246323,0.06858378648757935,0.01170685887336731,0.0
66,0.1,84,TV,-1.7999999523162842,1.0963222980499268,1.1283329725265503,1.0506482124328613,1.0701876878738403,1.08637273311615,0.051909685134887695,0.02577507495880127,0.012471199035644531,0.0
66,0.1,85,TV,-1.600000023841858,0.5605917572975159,0.5251421928405762,0.4607202112674713,0.4654168486595154,0.5029677152633667,0.07979840040206909,-0.015376478433609009,-0.040146201848983765,0.0
66,0.1,99,TV,-1.5,0.4004225730895996,0.35921192169189453,0.2580457031726837,0.2667468190193176,0.3211067318916321,0.1174209713935852,-0.01625475287437439,-0.04991176724433899,0.0
66,0.1,100,AV,-1.600000023841858,0.32615941762924194,0.38728785514831543,0.27734729647636414,0.33103713393211365,0.3304579257965088,0.052531421184539795,0.05740916728973389,0.007438600063323975,0.0
66,0.1,101,AT,-0.800000011920929,0.8186208009719849,0.818922221660614,0.9516519904136658,0.9343706965446472,0.8808914422988892,-0.12423986196517944,-0.008489906787872314,0.017582714557647705,0.0
66,0.1,103,AT,-1.600000023841858,0.8415074944496155,0.8602670431137085,0.8593457937240601,0.8772552013397217,0.85959392786026,-0.017413198947906494,0.01833444833755493,0.0008501410484313965,0.0
66,0.1,109,TV,-0.800000011920929,1.2446308135986328,1.1593332290649414,1.064489722251892,1.0595673322677612,1.1320053339004517,0.13995349407196045,-0.04510998725891113,-0.08037519454956055,0.0
66,0.1,113,TV,-2.0,0.3830812871456146,0.35510942339897156,0.2934390604496002,0.3027038276195526,0.33358341455459595,0.07102391123771667,-0.009353548288345337,-0.03723663091659546,0.0
66,0.1,115,TV,-2.200000047683716,0.8827543258666992,0.8198686242103577,0.678589403629303,0.6950926184654236,0.7690762281417847,0.16447043418884277,-0.023191213607788086,-0.07938891649246216,0.0
66,0.1,116,AV,0.800000011920929,-0.046645425260066986,-0.12759873270988464,-0.06535039097070694,-0.14569208025932312,-0.09632165729999542,0.018399149179458618,-0.08064749836921692,-0.000611618161201477,0.0
66,0.1,123,AV,1.600000023841858,-0.07031890004873276,-0.16191840171813965,-0.0056608617305755615,-0.08560726791620255,-0.08087635785341263,-0.07048459351062775,-0.08577294647693634,-0.011653095483779907,0.0
66,0.1,124,AV,-1.7999999523162842,-0.3806353211402893,-0.3311830759048462,-0.43954604864120483,-0.3997286558151245,-0.3877732753753662,0.06372815370559692,0.04463481903076172,0.009634852409362793,0.0
66,0.1,125,TV,0.20000000298023224,1.4901915788650513,1.5292973518371582,1.623009443283081,1.611515760421753,1.5635035037994385,-0.10751819610595703,0.013805985450744629,0.05059945583343506,0.0
66,0.1,126,TV,1.2000000476837158,2.096842050552368,2.0807254314422607,2.0809662342071533,2.069005012512207,2.0818846225738525,0.013798236846923828,-0.014038801193237305,-0.004155397415161133,0.0
66,0.1,127,AV,2.200000047683716,0.3499257564544678,0.29511263966560364,0.4152457118034363,0.372144877910614,0.3581072688102722,-0.07117611169815063,-0.04895696043968201,-0.01171228289604187,0.0
66,0.1,128,AV,1.7999999523162842,0.3272830843925476,0.3268769383430481,0.36518293619155884,0.3595002293586731,0.3447107672691345,-0.035261571407318115,-0.003044426441192627,0.0052765607833862305,0.0
66,0.1,132,TV,-1.399999976158142,0.9431833624839783,0.9063525795936584,0.8330098390579224,0.8438640236854553,0.88160240650177,0.08633100986480713,-0.012988269329071045,-0.04768496751785278,0.0
66,0.1,154,AT,-2.200000047683716,-0.10831819474697113,-0.10630937665700912,-0.29174429178237915,-0.280866414308548,-0.1968095600605011,0.17899158596992493,0.00644335150718689,-0.008869059383869171,0.0
66,0.1,163,AV,1.600000023841858,0.46690645813941956,0.39401775598526,0.5065100789070129,0.4449008107185364,0.45308375358581543,-0.04524332284927368,-0.06724900007247925,-0.011279433965682983,0.0
66,0.1,167,TV,-2.5999999046325684,1.475457787513733,1.3594059944152832,1.1730016469955444,1.182310938835144,1.2975441217422485,0.23977553844451904,-0.05337119102478027,-0.12536108493804932,0.0
66,0.1,170,AV,1.2000000476837158,0.48932304978370667,0.4886524975299835,0.5916517972946167,0.585717499256134,0.5388361811637878,-0.09969690442085266,-0.0033023953437805176,0.0052637457847595215,0.0
66,0.1,171,AT,-1.7999999523162842,0.9780643582344055,0.9848620295524597,0.7474179863929749,0.7547149062156677,0.866264820098877,0.23039674758911133,0.007047295570373535,-0.0004992485046386719,0.0
