variant,seed,rate,pattern,total_count,excluded_label_zero,count,weighted_f1
no-JEPA-regression,68,0.1,T,8,0,8,0.7333333333333334
no-JEPA-regression,68,0.1,TV,75,4,71,0.887458081824279
no-JEPA-regression,68,0.1,A,4,0,4,1.0
no-JEPA-regression,68,0.1,AV,57,4,53,0.6407337601807184
no-JEPA-regression,68,0.1,AT,50,3,47,0.8712605983042713
no-JEPA-regression,68,0.1,ATV,489,19,470,0.8676600209194346
no-JEPA-regression,68,0.2,V,29,0,29,0.6258085532132719
no-JEPA-regression,68,0.2,T,19,0,19,0.8947368421052632
no-JEPA-regression,68,0.2,TV,97,3,94,0.8302572186701394
no-JEPA-regression,68,0.2,A,25,2,23,0.5959079283887468
no-JEPA-regression,68,0.2,AV,91,5,86,0.7458607696113881
no-JEPA-regression,68,0.2,AT,83,4,79,0.8729626871845786
no-JEPA-regression,68,0.2,ATV,342,16,326,0.8584877953269807
no-JEPA-regression,68,0.3,V,41,0,41,0.6787672527888069
no-JEPA-regression,68,0.3,T,63,4,59,0.782919505311336
no-JEPA-regression,68,0.3,TV,102,5,97,0.8360064366677866
no-JEPA-regression,68,0.3,A,49,2,47,0.6672316213189673
no-JEPA-regression,68,0.3,AV,97,5,92,0.686683979122207
no-JEPA-regression,68,0.3,AT,96,3,93,0.9041482341275178
no-JEPA-regression,68,0.3,ATV,238,11,227,0.8593162885805645
no-JEPA-regression,68,0.4,V,70,5,65,0.5715244755244755
no-JEPA-regression,68,0.4,T,68,4,64,0.9217790469172193
no-JEPA-regression,68,0.4,TV,108,4,104,0.9126448893572181
no-JEPA-regression,68,0.4,A,87,2,85,0.7141509433962264
no-JEPA-regression,68,0.4,AV,92,3,89,0.5735728067188742
no-JEPA-regression,68,0.4,AT,96,4,92,0.835538752362949
no-JEPA-regression,68,0.4,ATV,165,8,157,0.8777030029585208
no-JEPA-regression,68,0.5,V,105,7,98,0.6434150042397466
no-JEPA-regression,68,0.5,T,117,1,116,0.8628856624319419
no-JEPA-regression,68,0.5,TV,90,4,86,0.8377401415571284
no-JEPA-regression,68,0.5,A,116,7,109,0.7098378757701159
no-JEPA-regression,68,0.5,AV,88,5,83,0.6615540174883932
no-JEPA-regression,68,0.5,AT,92,4,88,0.8629227914942201
no-JEPA-regression,68,0.5,ATV,78,2,76,0.8819458432850853
no-JEPA-regression,68,0.6,V,152,2,150,0.6026196308998858
no-JEPA-regression,68,0.6,T,150,10,140,0.8360440239087761
no-JEPA-regression,68,0.6,TV,67,3,64,0.8904906656841072
no-JEPA-regression,68,0.6,A,154,4,150,0.7101612903225807
no-JEPA-regression,68,0.6,AV,52,8,44,0.6671185956900243
no-JEPA-regression,68,0.6,AT,73,3,70,0.8564408564408564
no-JEPA-regression,68,0.6,ATV,38,0,38,0.9735104452253157
no-JEPA-regression,68,0.7,V,203,8,195,0.6251048227653623
no-JEPA-regression,68,0.7,T,137,6,131,0.8994098681858813
no-JEPA-regression,68,0.7,TV,44,2,42,0.7868601986249045
no-JEPA-regression,68,0.7,A,188,11,177,0.6023410154436764
no-JEPA-regression,68,0.7,AV,46,1,45,0.6011857707509881
no-JEPA-regression,68,0.7,AT,46,2,44,0.8856749311294766
no-JEPA-regression,68,0.7,ATV,22,0,22,0.7722567287784678
no-JEPA-regression,69,0.0,ATV,686,30,656,0.8737267460601196
no-JEPA-regression,69,0.1,V,7,0,7,0.7142857142857143
no-JEPA-regression,69,0.1,T,7,1,6,1.0
no-JEPA-regression,69,0.1,TV,52,3,49,0.8576318845895226
no-JEPA-regression,69,0.1,A,9,1,8,0.5769230769230769
no-JEPA-regression,69,0.1,AV,58,2,56,0.6138040042149632
no-JEPA-regression,69,0.1,AT,49,1,48,0.8741071428571429
no-JEPA-regression,69,0.1,ATV,504,22,482,0.8665442453135577
no-JEPA-regression,69,0.2,V,24,0,24,0.662004662004662
no-JEPA-regression,69,0.2,T,23,0,23,0.8685481820493264
no-JEPA-regression,69,0.2,TV,80,3,77,0.8571910789632309
no-JEPA-regression,69,0.2,A,29,0,29,0.5795241913926759
no-JEPA-regression,69,0.2,AV,87,4,83,0.6872033588901058
no-JEPA-regression,69,0.2,AT,96,6,90,0.8222222222222222
no-JEPA-regression,69,0.2,ATV,347,17,330,0.8595787595516079
no-JEPA-regression,69,0.3,V,46,1,45,0.7093855428350201
no-JEPA-regression,69,0.3,T,45,0,45,0.8894660894660894
no-JEPA-regression,69,0.3,TV,102,6,96,0.8327380952380953
no-JEPA-regression,69,0.3,A,50,1,49,0.5258763792598379
no-JEPA-regression,69,0.3,AV,94,3,91,0.7193218350059286
no-JEPA-regression,69,0.3,AT,105,4,101,0.8509672804482149
no-JEPA-regression,69,0.3,ATV,244,15,229,0.8854414194758873
no-JEPA-regression,69,0.4,V,79,5,74,0.6196150696150695
no-JEPA-regression,69,0.4,T,78,1,77,0.8693469650916459
no-JEPA-regression,69,0.4,TV,96,4,92,0.9007561436672968
no-JEPA-regression,69,0.4,A,90,1,89,0.5748148811990994
no-JEPA-regression,69,0.4,AV,101,5,96,0.6957478632478632
no-JEPA-regression,69,0.4,AT,91,6,85,0.8265597147950088
no-JEPA-regression,69,0.4,ATV,151,8,143,0.8732538545791559
no-JEPA-regression,69,0.5,V,125,3,122,0.6214533193814673
no-JEPA-regression,69,0.5,T,133,7,126,0.88958605664488
no-JEPA-regression,69,0.5,TV,88,5,83,0.8792714718523217
no-JEPA-regression,69,0.5,A,123,3,120,0.6678518518518518
no-JEPA-regression,69,0.5,AV,77,3,74,0.6623472787856349
no-JEPA-regression,69,0.5,AT,70,7,63,0.8258481130024165
no-JEPA-regression,69,0.5,ATV,70,2,68,0.8682369499523949
no-JEPA-regression,69,0.6,V,151,5,146,0.6961642234373874
no-JEPA-regression,69,0.6,T,166,10,156,0.8718793840745059
no-JEPA-regression,69,0.6,TV,56,2,54,0.8379784466740988
no-JEPA-regression,69,0.6,A,148,4,144,0.6443467739584245
no-JEPA-regression,69,0.6,AV,51,5,46,0.4891118543292456
no-JEPA-regression,69,0.6,AT,65,2,63,0.8405349794238683
no-JEPA-regression,69,0.6,ATV,49,2,47,0.8927454761360046
no-JEPA-regression,69,0.7,V,173,7,166,0.7380256319395229
no-JEPA-regression,69,0.7,T,194,7,187,0.8818362296374861
no-JEPA-regression,69,0.7,TV,53,1,52,0.9418398502905545
no-JEPA-regression,69,0.7,A,156,7,149,0.5907548450343111
no-JEPA-regression,69,0.7,AV,48,3,45,0.5401493930905695
no-JEPA-regression,69,0.7,AT,47,4,43,0.878796831694312
no-JEPA-regression,69,0.7,ATV,15,1,14,0.9297173414820473
no-JEPA-regression,70,0.0,ATV,686,30,656,0.8732449084626344
no-JEPA-regression,70,0.1,V,6,0,6,0.6666666666666666
no-JEPA-regression,70,0.1,T,5,0,5,0.888888888888889
no-JEPA-regression,70,0.1,TV,64,1,63,0.9038819875776397
no-JEPA-regression,70,0.1,A,8,1,7,0.5904761904761904
no-JEPA-regression,70,0.1,AV,56,2,54,0.6643772893772892
no-JEPA-regression,70,0.1,AT,55,1,54,0.8129084967320261
no-JEPA-regression,70,0.1,ATV,492,25,467,0.8713389288330675
no-JEPA-regression,70,0.2,V,30,3,27,0.514349847683181
no-JEPA-regression,70,0.2,T,26,2,24,0.8766603415559772
no-JEPA-regression,70,0.2,TV,74,3,71,0.8725580808479094
no-JEPA-regression,70,0.2,A,25,1,24,0.6147912885662432
no-JEPA-regression,70,0.2,AV,93,3,90,0.6247399423486653
no-JEPA-regression,70,0.2,AT,85,5,80,0.849906191369606
no-JEPA-regression,70,0.2,ATV,353,13,340,0.861522677757972
no-JEPA-regression,70,0.3,V,63,3,60,0.6651785714285715
no-JEPA-regression,70,0.3,T,45,5,40,0.9
no-JEPA-regression,70,0.3,TV,115,4,111,0.7571122311724731
no-JEPA-regression,70,0.3,A,44,2,42,0.7282913165266107
no-JEPA-regression,70,0.3,AV,98,5,93,0.7456712383515087
no-JEPA-regression,70,0.3,AT,86,4,82,0.8302992812536821
no-JEPA-regression,70,0.3,ATV,235,7,228,0.8777699475373894
no-JEPA-regression,70,0.4,V,70,2,68,0.6815415821501015
no-JEPA-regression,70,0.4,T,82,5,77,0.8804966750044277
no-JEPA-regression,70,0.4,TV,95,5,90,0.8762774403813296
no-JEPA-regression,70,0.4,A,83,6,77,0.6396464646464646
no-JEPA-regression,70,0.4,AV,107,3,104,0.6631192432163305
no-JEPA-regression,70,0.4,AT,109,5,104,0.8260104302477184
no-JEPA-regression,70,0.4,ATV,140,4,136,0.9119395061568542
no-JEPA-regression,70,0.5,V,113,8,105,0.6622265122265123
no-JEPA-regression,70,0.5,T,118,8,110,0.8720395443799699
no-JEPA-regression,70,0.5,TV,84,3,81,0.8899709643095457
no-JEPA-regression,70,0.5,A,128,5,123,0.5704188118640248
no-JEPA-regression,70,0.5,AV,84,3,81,0.6166916026070955
no-JEPA-regression,70,0.5,AT,86,1,85,0.8467996378045639
no-JEPA-regression,70,0.5,ATV,73,2,71,0.8834966319657072
no-JEPA-regression,70,0.6,V,116,6,110,0.6631522232741435
no-JEPA-regression,70,0.6,T,164,6,158,0.8677234241992394
no-JEPA-regression,70,0.6,TV,62,1,61,0.8034902168164991
no-JEPA-regression,70,0.6,A,150,7,143,0.6733483621641516
no-JEPA-regression,70,0.6,AV,75,2,73,0.60399266598079
no-JEPA-regression,70,0.6,AT,80,5,75,0.8133333333333334
no-JEPA-regression,70,0.6,ATV,39,3,36,0.8888888888888888
no-JEPA-regression,70,0.7,V,194,11,183,0.6616879174256223
no-JEPA-regression,70,0.7,T,175,7,168,0.8540870893812069
no-JEPA-regression,70,0.7,TV,41,0,41,0.811588592076397
no-JEPA-regression,70,0.7,A,176,7,169,0.6679961425356875
no-JEPA-regression,70,0.7,AV,35,3,32,0.5435606060606061
no-JEPA-regression,70,0.7,AT,54,2,52,0.8621097212646508
no-JEPA-regression,70,0.7,ATV,11,0,11,1.0
Binary,66,0.0,ATV,656,0,656,0.8660371413744532
Binary,66,0.1,V,8,0,8,0.8681818181818182
Binary,66,0.1,T,6,0,6,0.6666666666666666
Binary,66,0.1,TV,60,0,60,0.9173669467787113
Binary,66,0.1,A,6,0,6,0.8285714285714286
Binary,66,0.1,AV,55,0,55,0.6587203557312253
Binary,66,0.1,AT,50,0,50,0.8052545155993432
Binary,66,0.1,ATV,471,0,471,0.8622714601841637
Binary,66,0.2,V,30,0,30,0.7471903982542282
Binary,66,0.2,T,23,0,23,0.6790405966607339
Binary,66,0.2,TV,85,0,85,0.928824978267169
Binary,66,0.2,A,21,0,21,0.6590389016018305
Binary,66,0.2,AV,93,0,93,0.616718695802983
Binary,66,0.2,AT,77,0,77,0.8327953937231369
Binary,66,0.2,ATV,327,0,327,0.8533490933393723
Binary,66,0.3,V,41,0,41,0.6534859895393352
Binary,66,0.3,T,41,0,41,0.951514080358195
Binary,66,0.3,TV,77,0,77,0.8814197038916138
Binary,66,0.3,A,47,0,47,0.7075421337603905
Binary,66,0.3,AV,114,0,114,0.6313274224988996
Binary,66,0.3,AT,100,0,100,0.8302976006590463
Binary,66,0.3,ATV,236,0,236,0.8483123952627849
Binary,66,0.4,V,93,0,93,0.7309955318854094
Binary,66,0.4,T,68,0,68,0.8365027322404373
Binary,66,0.4,TV,100,0,100,0.90928
Binary,66,0.4,A,69,0,69,0.5698075793184489
Binary,66,0.4,AV,90,0,90,0.7158252592214857
Binary,66,0.4,AT,97,0,97,0.8654657284817274
Binary,66,0.4,ATV,139,0,139,0.8066356107539927
Binary,66,0.5,V,118,0,118,0.6400704828444511
Binary,66,0.5,T,120,0,120,0.8992327365728899
Binary,66,0.5,TV,89,0,89,0.8989530423083311
Binary,66,0.5,A,99,0,99,0.6860968730127609
Binary,66,0.5,AV,84,0,84,0.6577399066747818
Binary,66,0.5,AT,76,0,76,0.7655348047538201
Binary,66,0.5,ATV,70,0,70,0.8285714285714286
Binary,66,0.6,V,155,0,155,0.626278124152887
Binary,66,0.6,T,136,0,136,0.8679932304220728
Binary,66,0.6,TV,78,0,78,0.8591857917195248
Binary,66,0.6,A,129,0,129,0.6780159707241041
Binary,66,0.6,AV,64,0,64,0.6845174973488866
Binary,66,0.6,AT,61,0,61,0.8855628143661065
Binary,66,0.6,ATV,33,0,33,0.8794612794612795
Binary,66,0.7,V,170,0,170,0.6876126167906457
Binary,66,0.7,T,189,0,189,0.8457585503337136
Binary,66,0.7,TV,46,0,46,0.8910444347410226
Binary,66,0.7,A,161,0,161,0.6694516028305825
Binary,66,0.7,AV,37,0,37,0.6256347256347257
Binary,66,0.7,AT,37,0,37,0.8659297595467808
Binary,66,0.7,ATV,16,0,16,0.9372549019607843
Binary,67,0.0,ATV,656,0,656,0.8689648165323722
Binary,67,0.1,V,6,0,6,0.8380952380952381
Binary,67,0.1,T,7,0,7,0.7142857142857143
Binary,67,0.1,TV,58,0,58,0.7761977052803337
Binary,67,0.1,A,5,0,5,0.4499999999999999
Binary,67,0.1,AV,59,0,59,0.7944437364597935
Binary,67,0.1,AT,55,0,55,0.8895750988142292
Binary,67,0.1,ATV,466,0,466,0.8648521193509999
Binary,67,0.2,V,24,0,24,0.5833333333333334
Binary,67,0.2,T,14,0,14,0.7794486215538846
Binary,67,0.2,TV,81,0,81,0.8431531677757939
Binary,67,0.2,A,18,0,18,0.6666666666666666
Binary,67,0.2,AV,92,0,92,0.606754658385093
Binary,67,0.2,AT,75,0,75,0.8933712660028448
Binary,67,0.2,ATV,352,0,352,0.8947318656282061
Binary,67,0.3,V,50,0,50,0.6186314525810325
Binary,67,0.3,T,56,0,56,0.8053074584989479
Binary,67,0.3,TV,89,0,89,0.8767820293361819
Binary,67,0.3,A,45,0,45,0.6289917593053482
Binary,67,0.3,AV,99,0,99,0.6970315398886828
Binary,67,0.3,AT,95,0,95,0.9157894736842105
Binary,67,0.3,ATV,222,0,222,0.8387740317637226
Binary,67,0.4,V,90,0,90,0.6288323211439893
Binary,67,0.4,T,88,0,88,0.8976071559916008
Binary,67,0.4,TV,81,0,81,0.8637058977687578
Binary,67,0.4,A,75,0,75,0.6012987012987014
Binary,67,0.4,AV,89,0,89,0.6846709470304974
Binary,67,0.4,AT,86,0,86,0.7690786332946873
Binary,67,0.4,ATV,147,0,147,0.8164466178756562
Binary,67,0.5,V,119,0,119,0.6532986821102068
Binary,67,0.5,T,105,0,105,0.7993382961124896
Binary,67,0.5,TV,78,0,78,0.8707588707588707
Binary,67,0.5,A,121,0,121,0.5987385819921704
Binary,67,0.5,AV,80,0,80,0.6309090909090909
Binary,67,0.5,AT,77,0,77,0.9213744588744588
Binary,67,0.5,ATV,76,0,76,0.8432179815288751
Binary,67,0.6,V,147,0,147,0.6443606056880583
Binary,67,0.6,T,149,0,149,0.8522288432831292
Binary,67,0.6,TV,58,0,58,0.8467217095677513
Binary,67,0.6,A,139,0,139,0.6600071572244777
Binary,67,0.6,AV,64,0,64,0.7085020242914979
Binary,67,0.6,AT,67,0,67,0.9263406855279425
Binary,67,0.6,ATV,32,0,32,0.9357954545454545
Binary,67,0.7,V,177,0,177,0.6751818578016631
Binary,67,0.7,T,163,0,163,0.8767784448794712
Binary,67,0.7,TV,38,0,38,0.8154043645699615
Binary,67,0.7,A,164,0,164,0.6733902730773719
Binary,67,0.7,AV,52,0,52,0.6206110962208524
Binary,67,0.7,AT,44,0,44,0.9547348484848487
Binary,67,0.7,ATV,18,0,18,1.0
Binary,68,0.0,ATV,656,0,656,0.8707341416894285
Binary,68,0.1,V,3,0,3,0.16666666666666666
Binary,68,0.1,T,8,0,8,0.7333333333333334
Binary,68,0.1,TV,71,0,71,0.9012499752382084
Binary,68,0.1,A,4,0,4,1.0
Binary,68,0.1,AV,53,0,53,0.5968655278554478
Binary,68,0.1,AT,47,0,47,0.8712605983042713
Binary,68,0.1,ATV,470,0,470,0.8740073387105863
Binary,68,0.2,V,29,0,29,0.6472148541114058
Binary,68,0.2,T,19,0,19,0.8439359267734553
Binary,68,0.2,TV,94,0,94,0.8514750663363719
Binary,68,0.2,A,23,0,23,0.4606345475910693
Binary,68,0.2,AV,86,0,86,0.7148102815177478
Binary,68,0.2,AT,79,0,79,0.8611634145595118
Binary,68,0.2,ATV,326,0,326,0.8494896014666342
Binary,68,0.3,V,41,0,41,0.5630928184281844
Binary,68,0.3,T,59,0,59,0.8831105028599503
Binary,68,0.3,TV,97,0,97,0.8350515463917526
Binary,68,0.3,A,47,0,47,0.5795812404763248
Binary,68,0.3,AV,92,0,92,0.7711416633699851
Binary,68,0.3,AT,93,0,93,0.840757808499744
Binary,68,0.3,ATV,227,0,227,0.8370044052863436
Binary,68,0.4,V,65,0,65,0.5758305141145805
Binary,68,0.4,T,64,0,64,0.8746305418719211
Binary,68,0.4,TV,104,0,104,0.9315505610869033
Binary,68,0.4,A,85,0,85,0.6984508948714092
Binary,68,0.4,AV,89,0,89,0.6188546204998854
Binary,68,0.4,AT,92,0,92,0.8447779192068063
Binary,68,0.4,ATV,157,0,157,0.8581657506335181
Binary,68,0.5,V,98,0,98,0.6646572142370463
Binary,68,0.5,T,116,0,116,0.839792008757526
Binary,68,0.5,TV,86,0,86,0.8350205198358414
Binary,68,0.5,A,109,0,109,0.7098378757701159
Binary,68,0.5,AV,83,0,83,0.7086058519793458
Binary,68,0.5,AT,88,0,88,0.8633522727272727
Binary,68,0.5,ATV,76,0,76,0.8811634349030472
Binary,68,0.6,V,150,0,150,0.6071190476190477
Binary,68,0.6,T,140,0,140,0.8638836292352587
Binary,68,0.6,TV,64,0,64,0.8900574499629355
Binary,68,0.6,A,150,0,150,0.7060292740623921
Binary,68,0.6,AV,44,0,44,0.7272727272727273
Binary,68,0.6,AT,70,0,70,0.8992820512820513
Binary,68,0.6,ATV,38,0,38,0.9735104452253157
Binary,68,0.7,V,195,0,195,0.6093821432804484
Binary,68,0.7,T,131,0,131,0.8563999002813221
Binary,68,0.7,TV,42,0,42,0.7883381924198251
Binary,68,0.7,A,177,0,177,0.5446235818290387
Binary,68,0.7,AV,45,0,45,0.5617777777777778
Binary,68,0.7,AT,44,0,44,0.8636363636363636
Binary,68,0.7,ATV,22,0,22,0.8633540372670807
Binary,69,0.0,ATV,656,0,656,0.8663328431621115
Binary,69,0.1,V,7,0,7,0.5142857142857142
Binary,69,0.1,T,6,0,6,1.0
Binary,69,0.1,TV,49,0,49,0.8582301419510723
Binary,69,0.1,A,8,0,8,0.6454545454545454
Binary,69,0.1,AV,56,0,56,0.645209862601167
Binary,69,0.1,AT,48,0,48,0.7297546678245767
Binary,69,0.1,ATV,482,0,482,0.8760382012605075
Binary,69,0.2,V,24,0,24,0.7500000000000001
Binary,69,0.2,T,23,0,23,0.9130434782608695
Binary,69,0.2,TV,77,0,77,0.8434137291280149
Binary,69,0.2,A,29,0,29,0.5702148925537232
Binary,69,0.2,AV,83,0,83,0.6648877306637059
Binary,69,0.2,AT,90,0,90,0.8308017434949149
Binary,69,0.2,ATV,330,0,330,0.8656840308754509
Binary,69,0.3,V,45,0,45,0.7730544309491677
Binary,69,0.3,T,45,0,45,0.9119341563786009
Binary,69,0.3,TV,96,0,96,0.8235591900311526
Binary,69,0.3,A,49,0,49,0.5931972789115647
Binary,69,0.3,AV,91,0,91,0.7032967032967034
Binary,69,0.3,AT,101,0,101,0.8635574083724162
Binary,69,0.3,ATV,229,0,229,0.8691911172062027
Binary,69,0.4,V,74,0,74,0.6499557593307593
Binary,69,0.4,T,77,0,77,0.8448593073593073
Binary,69,0.4,TV,92,0,92,0.8913043478260869
Binary,69,0.4,A,89,0,89,0.603756689337569
Binary,69,0.4,AV,96,0,96,0.6786995328661996
Binary,69,0.4,AT,85,0,85,0.8823529411764706
Binary,69,0.4,ATV,143,0,143,0.8598752899828169
Binary,69,0.5,V,122,0,122,0.7288056206088993
Binary,69,0.5,T,126,0,126,0.8738126361655773
Binary,69,0.5,TV,83,0,83,0.8191188803074546
Binary,69,0.5,A,120,0,120,0.634792588949008
Binary,69,0.5,AV,74,0,74,0.6207869634340223
Binary,69,0.5,AT,63,0,63,0.8264699306952827
Binary,69,0.5,ATV,68,0,68,0.8550958845076492
Binary,69,0.6,V,146,0,146,0.6707917332302408
Binary,69,0.6,T,156,0,156,0.858647207528732
Binary,69,0.6,TV,54,0,54,0.8388545079480645
Binary,69,0.6,A,144,0,144,0.6486707056103452
Binary,69,0.6,AV,46,0,46,0.5215450310559006
Binary,69,0.6,AT,63,0,63,0.8880273398236697
Binary,69,0.6,ATV,47,0,47,0.8927454761360046
Binary,69,0.7,V,166,0,166,0.7118365734601168
Binary,69,0.7,T,187,0,187,0.8872921141324187
Binary,69,0.7,TV,52,0,52,0.9433549508176374
Binary,69,0.7,A,149,0,149,0.549484805825009
Binary,69,0.7,AV,45,0,45,0.6378600823045267
Binary,69,0.7,AT,43,0,43,0.928759462592921
Binary,69,0.7,ATV,14,0,14,0.8571428571428571
Binary,70,0.0,ATV,656,0,656,0.8721796719034804
