dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
IEMOCAPFour,0.7,audio,1,2224,0.001580069008956317,0.020719440885913296,0.2653832328137305,0.019139371858407216,0.24466379191609194,0.9999990719739053,0.9999990744663657,0.9387831233823739,0.9991819858015012,0.9793241131755945,0.9740143983403771,0.019245664589107037,0.15950077027082443
IEMOCAPFour,0.7,audio,2-3,2096,0.30311876379721264,0.30598971427361416,0.39687954780880275,0.0028709504764015212,0.09088983321171396,0.9242792990883343,0.9242793003377995,0.8899152472060714,0.9659899880270694,0.9467913717856161,0.948294623378124,0.003355182707309723,0.027741074562072754
IEMOCAPFour,0.7,audio,4-7,1096,0.4717395203935839,0.4726241942984562,0.5041052095360891,0.0008846739048722886,0.03148101514925922,0.8541084741969613,0.8541084758284754,0.8371141804892053,0.910998034379343,0.8928901123250053,0.8906098878024703,0.002331867814064026,0.007265985012054443
IEMOCAPFour,0.7,audio,8+,128,0.5674286092398688,0.568688644329086,0.5749030051520094,0.0012600350892171264,0.0062143608229234815,0.8028649363259319,0.8028649415646214,0.8014580903982278,0.8488155654631555,0.8319406965747476,0.8271016413345933,0.0029669255018234253,0.0033929944038391113
IEMOCAPFour,0.7,text,1,2344,0.00227451183473829,0.021450659853752715,0.2593690652591764,0.019176148015246076,0.23791840546263807,0.9999986165060119,0.9999986153362961,0.9352850292740968,0.9984556307869966,0.9786121838379639,0.9386620392240965,0.019277690909802914,0.14424524456262589
IEMOCAPFour,0.7,text,2-3,2224,0.2979630861551126,0.3023335681306935,0.3923596632298377,0.004370481975162201,0.09002609520885932,0.9216779742855579,0.9216779749488739,0.8858672796761979,0.9280487316385876,0.9096088966743338,0.8960196310185271,0.0051108673214912415,0.028018267825245857
IEMOCAPFour,0.7,text,4-7,856,0.4838674785960988,0.48671914093091945,0.5365269598333495,0.002851662334820656,0.049807818710943245,0.8425869457510726,0.8425869432552152,0.8125564673127798,0.8397279079550894,0.8230457551011415,0.8259782990632213,0.00409349799156189,0.007679641246795654
IEMOCAPFour,0.7,text,8+,80,0.5384204315021635,0.5423178048804402,0.5486912352964282,0.0038973733782768248,0.006373430415987968,0.8096878146519885,0.8096878258977085,0.8008589945733547,0.7595996357500553,0.7445128478109837,0.7362605080008506,0.004759401082992554,0.0010873675346374512
IEMOCAPFour,0.7,visual,1,2400,0.0015080723029420066,0.020798096975777298,0.2361486152788469,0.01929002467542887,0.21535051825184687,0.999999267483751,0.999999267483751,0.949651294897,0.9990920223792394,0.9792359266926844,0.9643532808000843,0.01936172042042017,0.14440671354532242
IEMOCAPFour,0.7,visual,2-3,2008,0.2740646488454371,0.2771122552671533,0.357922377808769,0.0030476064217161846,0.08081012257408217,0.9362259939557824,0.9362259931339181,0.9057345652602153,0.9531471874579728,0.9342031030511239,0.9273114833847222,0.0033927075564861298,0.025632599368691444
IEMOCAPFour,0.7,visual,4-7,888,0.4340425970175446,0.43532770296541956,0.46970112613393916,0.0012851059478749564,0.034373423118177836,0.8687755522435648,0.8687755502351383,0.8512610537314637,0.903393024964644,0.8854364191962255,0.8855446307575917,0.0020928382873535156,0.006397530436515808
IEMOCAPFour,0.7,visual,8+,64,0.7636811560951173,0.7610885384492576,0.7508223564364016,-0.0025926176458597183,-0.010266182012856007,0.6251246989704669,0.6251246866013389,0.6409852078650147,0.8065860830247402,0.7905482286587358,0.7826954266056418,-0.0021586716175079346,-0.0038872063159942627
