seed,rate,group,mode,count,nonzero_count,weighted_f1
66,0.6,one_missing,gap_to_base,212,203,79.85438997761464
66,0.6,AT,normal,63,61,90.09193619849357
66,0.6,AT,no_gap,63,61,90.09193619849357
66,0.6,AT,no_base,63,61,90.09193619849357
66,0.6,AT,base_to_gap,63,61,90.09193619849357
66,0.6,AT,gap_to_base,63,61,90.09193619849357
66,0.6,AV,normal,66,64,59.66666666666668
66,0.6,AV,no_gap,66,64,56.78137651821862
66,0.6,AV,no_base,66,64,55.39850560398505
66,0.6,AV,base_to_gap,66,64,57.168674698795186
66,0.6,AV,gap_to_base,66,64,58.39622641509435
66,0.6,TV,normal,83,78,89.74358974358975
66,0.6,TV,no_gap,83,78,89.74358974358975
66,0.6,TV,no_base,83,78,89.74358974358975
66,0.6,TV,base_to_gap,83,78,89.74358974358975
66,0.6,TV,gap_to_base,83,78,89.74358974358975
66,0.7,one_missing,normal,127,120,78.94387491702929
66,0.7,one_missing,no_gap,127,120,79.83548766157462
66,0.7,one_missing,no_base,127,120,79.12885662431943
66,0.7,one_missing,base_to_gap,127,120,78.70182555780933
66,0.7,one_missing,gap_to_base,127,120,78.25123870591665
66,0.7,AT,normal,38,37,91.81246552675123
66,0.7,AT,no_gap,38,37,91.81246552675123
66,0.7,AT,no_base,38,37,86.59297595467808
66,0.7,AT,base_to_gap,38,37,88.95495495495493
66,0.7,AT,gap_to_base,38,37,86.59297595467808
66,0.7,AV,normal,41,37,59.139991054884675
66,0.7,AV,no_gap,41,37,62.16216216216216
66,0.7,AV,no_base,41,37,62.16216216216216
66,0.7,AV,base_to_gap,41,37,60.522522522522515
66,0.7,AV,gap_to_base,41,37,62.16216216216216
66,0.7,TV,normal,48,46,84.62800530068782
66,0.7,TV,no_gap,48,46,84.62800530068782
66,0.7,TV,no_base,48,46,86.88127090301003
66,0.7,TV,base_to_gap,48,46,84.62800530068782
66,0.7,TV,gap_to_base,48,46,84.62800530068782
67,0.0,one_missing,normal,0,0,
67,0.0,one_missing,no_gap,0,0,
67,0.0,one_missing,no_base,0,0,
67,0.0,one_missing,base_to_gap,0,0,
67,0.0,one_missing,gap_to_base,0,0,
67,0.0,AT,normal,0,0,
67,0.0,AT,no_gap,0,0,
67,0.0,AT,no_base,0,0,
67,0.0,AT,base_to_gap,0,0,
67,0.0,AT,gap_to_base,0,0,
67,0.0,AV,normal,0,0,
67,0.0,AV,no_gap,0,0,
67,0.0,AV,no_base,0,0,
67,0.0,AV,base_to_gap,0,0,
67,0.0,AV,gap_to_base,0,0,
67,0.0,TV,normal,0,0,
67,0.0,TV,no_gap,0,0,
67,0.0,TV,no_base,0,0,
67,0.0,TV,base_to_gap,0,0,
67,0.0,TV,gap_to_base,0,0,
67,0.1,one_missing,normal,182,172,82.01954592933211
67,0.1,one_missing,no_gap,182,172,80.91415711070624
67,0.1,one_missing,no_base,182,172,78.61196431183266
67,0.1,one_missing,base_to_gap,182,172,81.9923034731541
67,0.1,one_missing,gap_to_base,182,172,80.29233597059059
67,0.1,AT,normal,61,55,81.73264907135875
67,0.1,AT,no_gap,61,55,81.73264907135875
67,0.1,AT,no_base,61,55,81.73264907135875
67,0.1,AT,base_to_gap,61,55,83.50373031224096
67,0.1,AT,gap_to_base,61,55,81.73264907135875
67,0.1,AV,normal,62,59,76.64805583250248
67,0.1,AV,no_gap,62,59,73.16254002968054
67,0.1,AV,no_base,62,59,69.61426066627703
67,0.1,AV,base_to_gap,62,59,74.95225061284646
67,0.1,AV,gap_to_base,62,59,74.95225061284646
67,0.1,TV,normal,59,58,87.90554948769959
67,0.1,TV,no_gap,59,58,87.90554948769959
67,0.1,TV,no_base,59,58,84.50599498094617
67,0.1,TV,base_to_gap,59,58,87.90554948769959
67,0.1,TV,gap_to_base,59,58,84.50599498094617
67,0.2,one_missing,normal,258,248,80.77076791321723
67,0.2,one_missing,no_gap,258,248,79.56132948771064
67,0.2,one_missing,no_base,258,248,79.54235516505831
67,0.2,one_missing,base_to_gap,258,248,79.95935657814633
67,0.2,one_missing,gap_to_base,258,248,79.569857254776
67,0.2,AT,normal,80,75,92.0
67,0.2,AT,no_gap,80,75,92.0
67,0.2,AT,no_base,80,75,90.66998754669987
67,0.2,AT,base_to_gap,80,75,89.31428571428572
67,0.2,AT,gap_to_base,80,75,89.33712660028448
67,0.2,AV,normal,93,92,64.98682476943345
67,0.2,AV,no_gap,93,92,60.9031784000125
67,0.2,AV,no_base,93,92,61.54161670978734
67,0.2,AV,base_to_gap,93,92,65.11871723712612
67,0.2,AV,gap_to_base,93,92,63.9649808448821
67,0.2,TV,normal,85,81,87.84261715296199
67,0.2,TV,no_gap,85,81,87.84261715296199
67,0.2,TV,no_base,85,81,87.84261715296199
67,0.2,TV,base_to_gap,85,81,87.84261715296199
67,0.2,TV,gap_to_base,85,81,87.84261715296199
67,0.3,one_missing,normal,293,283,80.88485468923736
67,0.3,one_missing,no_gap,293,283,81.99788667583199
67,0.3,one_missing,no_base,293,283,81.66012638031704
67,0.3,one_missing,base_to_gap,293,283,80.49963752219293
67,0.3,one_missing,gap_to_base,293,283,81.55247481149323
67,0.3,AT,normal,97,95,91.54201292705447
67,0.3,AT,no_gap,97,95,91.54201292705447
67,0.3,AT,no_base,97,95,91.54201292705447
67,0.3,AT,base_to_gap,97,95,92.58032036613272
67,0.3,AT,gap_to_base,97,95,91.54201292705447
67,0.3,AV,normal,103,99,64.63201251141977
67,0.3,AV,no_gap,103,99,66.57128257537045
67,0.3,AV,no_base,103,99,65.4100479777264
67,0.3,AV,base_to_gap,103,99,63.59916679065615
67,0.3,AV,gap_to_base,103,99,65.55795858502997
67,0.3,TV,normal,93,89,87.62137851024268
67,0.3,TV,no_gap,93,89,88.72635985204253
67,0.3,TV,no_base,93,89,88.72635985204253
67,0.3,TV,base_to_gap,93,89,86.47163182245104
67,0.3,TV,gap_to_base,93,89,88.72635985204253
67,0.4,one_missing,normal,270,256,76.05859973007816
67,0.4,one_missing,no_gap,270,256,75.07931975379148
67,0.4,one_missing,no_base,270,256,73.9640946002495
67,0.4,one_missing,base_to_gap,270,256,76.00727725875598
67,0.4,one_missing,gap_to_base,270,256,75.8580910114855
67,0.4,AT,normal,93,86,79.50855638437912
67,0.4,AT,no_gap,93,86,79.50855638437912
67,0.4,AT,no_base,93,86,77.37482156086809
67,0.4,AT,base_to_gap,93,86,80.58437686344664
67,0.4,AT,gap_to_base,93,86,77.61375126390293
67,0.4,AV,normal,92,89,62.9681825342422
67,0.4,AV,no_gap,92,89,60.285138187284915
67,0.4,AV,no_base,92,89,60.285138187284915
67,0.4,AV,base_to_gap,92,89,62.9681825342422
67,0.4,AV,gap_to_base,92,89,66.25808648280558
67,0.4,TV,normal,85,81,86.25638169497817
67,0.4,TV,no_gap,85,81,85.07220748600058
67,0.4,TV,no_base,85,81,83.8925151908532
67,0.4,TV,base_to_gap,85,81,84.93560946391135
67,0.4,TV,gap_to_base,85,81,83.8925151908532
67,0.5,one_missing,normal,251,235,81.24940176412234
67,0.5,one_missing,no_gap,251,235,79.64448041254576
67,0.5,one_missing,no_base,251,235,79.66160259901224
67,0.5,one_missing,base_to_gap,251,235,79.51190669197098
67,0.5,one_missing,gap_to_base,251,235,81.71434230112642
67,0.5,AT,normal,81,77,88.1689738832596
67,0.5,AT,no_gap,81,77,86.80807271270103
67,0.5,AT,no_base,81,77,88.23895205917678
67,0.5,AT,base_to_gap,81,77,86.80807271270103
67,0.5,AT,gap_to_base,81,77,90.89349490790562
67,0.5,AV,normal,85,80,65.36458333333334
67,0.5,AV,no_gap,85,80,61.805227523224694
67,0.5,AV,no_base,85,80,61.805227523224694
67,0.5,AV,base_to_gap,85,80,62.722185648452935
67,0.5,AV,gap_to_base,85,80,65.36458333333334
67,0.5,TV,normal,85,78,91.01218621458503
67,0.5,TV,no_gap,85,78,91.01218621458503
67,0.5,TV,no_base,85,78,89.70931029754558
67,0.5,TV,base_to_gap,85,78,89.74358974358975
67,0.5,TV,gap_to_base,85,78,89.70931029754558
67,0.6,one_missing,normal,191,189,85.21524771524773
67,0.6,one_missing,no_gap,191,189,83.71619179072596
67,0.6,one_missing,no_base,191,189,83.73174021911359
67,0.6,one_missing,base_to_gap,191,189,83.1333164666498
67,0.6,one_missing,gap_to_base,191,189,85.21524771524773
67,0.6,AT,normal,68,67,93.96050052766472
67,0.6,AT,no_gap,68,67,93.96050052766472
67,0.6,AT,no_base,68,67,90.94075079149705
67,0.6,AT,base_to_gap,68,67,92.49631989863418
67,0.6,AT,gap_to_base,68,67,92.39999847427825
67,0.6,AV,normal,65,64,73.37900660631269
67,0.6,AV,no_gap,65,64,67.96796796796798
67,0.6,AV,no_base,65,64,69.40880503144655
67,0.6,AV,base_to_gap,65,64,70.24712503058478
67,0.6,AV,gap_to_base,65,64,73.37900660631269
67,0.6,TV,normal,58,58,87.98870714372026
67,0.6,TV,no_gap,58,58,87.98870714372026
67,0.6,TV,no_base,58,58,89.74660397074192
67,0.6,TV,base_to_gap,58,58,86.32880529432254
67,0.6,TV,gap_to_base,58,58,89.74660397074192
67,0.7,one_missing,normal,142,134,75.38548412448263
67,0.7,one_missing,no_gap,142,134,75.37999226923029
67,0.7,one_missing,no_base,142,134,76.11940298507463
67,0.7,one_missing,base_to_gap,142,134,76.85662823426841
67,0.7,one_missing,gap_to_base,142,134,76.130044962354
67,0.7,AT,normal,46,44,93.19965748537177
67,0.7,AT,no_gap,46,44,93.19965748537177
67,0.7,AT,no_base,46,44,93.19965748537177
67,0.7,AT,base_to_gap,46,44,93.15652550946668
67,0.7,AT,gap_to_base,46,44,93.19965748537177
67,0.7,AV,normal,55,52,61.192480682735564
67,0.7,AV,no_gap,55,52,60.83916083916083
67,0.7,AV,no_base,55,52,62.583946743306264
67,0.7,AV,base_to_gap,55,52,63.42086484943628
67,0.7,AV,gap_to_base,55,52,62.97986382732146
67,0.7,TV,normal,41,38,73.53678313430635
67,0.7,TV,no_gap,41,38,73.53678313430635
67,0.7,TV,no_base,41,38,73.53678313430635
67,0.7,TV,base_to_gap,41,38,76.26627544470934
67,0.7,TV,gap_to_base,41,38,73.53678313430635
68,0.0,one_missing,normal,0,0,
68,0.0,one_missing,no_gap,0,0,
68,0.0,one_missing,no_base,0,0,
68,0.0,one_missing,base_to_gap,0,0,
68,0.0,one_missing,gap_to_base,0,0,
68,0.0,AT,normal,0,0,
68,0.0,AT,no_gap,0,0,
68,0.0,AT,no_base,0,0,
68,0.0,AT,base_to_gap,0,0,
68,0.0,AT,gap_to_base,0,0,
68,0.0,AV,normal,0,0,
68,0.0,AV,no_gap,0,0,
68,0.0,AV,no_base,0,0,
68,0.0,AV,base_to_gap,0,0,
68,0.0,AV,gap_to_base,0,0,
68,0.0,TV,normal,0,0,
68,0.0,TV,no_gap,0,0,
68,0.0,TV,no_base,0,0,
68,0.0,TV,base_to_gap,0,0,
68,0.0,TV,gap_to_base,0,0,
68,0.1,one_missing,normal,182,171,76.67094722680852
68,0.1,one_missing,no_gap,182,171,77.84493284493284
68,0.1,one_missing,no_base,182,171,76.67549709204957
68,0.1,one_missing,base_to_gap,182,171,76.60818713450293
68,0.1,one_missing,gap_to_base,182,171,76.08742795183473
68,0.1,AT,normal,50,47,82.620037498981
68,0.1,AT,no_gap,50,47,84.89452498411066
68,0.1,AT,no_base,50,47,84.89452498411066
68,0.1,AT,base_to_gap,50,47,82.620037498981
68,0.1,AT,gap_to_base,50,47,80.57867497957083
68,0.1,AV,normal,57,53,56.04442372778307
68,0.1,AV,no_gap,57,53,57.7450661461722
68,0.1,AV,no_base,57,53,54.95961783001684
68,0.1,AV,base_to_gap,57,53,56.69659973766523
68,0.1,AV,gap_to_base,57,53,56.57334144856969
68,0.1,TV,normal,75,71,87.33913973350593
68,0.1,TV,no_gap,75,71,87.33913973350593
68,0.1,TV,no_base,75,71,85.94357211851651
68,0.1,TV,base_to_gap,75,71,87.33913973350593
68,0.1,TV,gap_to_base,75,71,85.94357211851651
68,0.2,one_missing,normal,271,259,81.14111300826522
68,0.2,one_missing,no_gap,271,259,79.23541975266114
68,0.2,one_missing,no_base,271,259,78.86970455554625
68,0.2,one_missing,base_to_gap,271,259,80.21578237557975
68,0.2,one_missing,gap_to_base,271,259,78.09552450406521
68,0.2,AT,normal,83,79,85.91471139449905
68,0.2,AT,no_gap,83,79,86.05327545301449
68,0.2,AT,no_base,83,79,87.23336835609814
68,0.2,AT,base_to_gap,83,79,85.91471139449905
68,0.2,AT,gap_to_base,83,79,87.23336835609814
68,0.2,AV,normal,91,86,70.87126751261852
68,0.2,AV,no_gap,91,86,65.11627906976744
68,0.2,AV,no_base,91,86,64.27891751988733
68,0.2,AV,base_to_gap,91,86,67.54960941007452
68,0.2,AV,gap_to_base,91,86,62.1840242669363
68,0.2,TV,normal,97,94,86.0876903430095
68,0.2,TV,no_gap,97,94,86.0876903430095
68,0.2,TV,no_base,97,94,83.9473350111648
68,0.2,TV,base_to_gap,97,94,87.12605983042712
68,0.2,TV,gap_to_base,97,94,83.9473350111648
68,0.3,one_missing,normal,295,282,83.38858338858338
68,0.3,one_missing,no_gap,295,282,82.35767384703556
68,0.3,one_missing,no_base,295,282,81.00833654613825
68,0.3,one_missing,base_to_gap,295,282,84.71628081275031
68,0.3,one_missing,gap_to_base,295,282,82.0577753202641
68,0.3,AT,normal,96,93,91.29064419644293
68,0.3,AT,no_gap,96,93,90.29650554095964
68,0.3,AT,no_base,96,93,89.18639758461782
68,0.3,AT,base_to_gap,96,93,91.29064419644293
68,0.3,AT,gap_to_base,96,93,89.18639758461782
68,0.3,AV,normal,97,92,73.11994626572631
68,0.3,AV,no_gap,97,92,70.96954196698442
68,0.3,AV,no_base,97,92,66.22073578595318
68,0.3,AV,base_to_gap,97,92,76.32990471382597
68,0.3,AV,gap_to_base,97,92,69.56521739130434
68,0.3,TV,normal,102,97,85.44577830038192
68,0.3,TV,no_gap,102,97,85.44577830038192
68,0.3,TV,no_base,102,97,86.51827811789002
68,0.3,TV,base_to_gap,102,97,86.44917510896893
68,0.3,TV,gap_to_base,102,97,86.51827811789002
68,0.4,one_missing,normal,296,285,77.38700378970779
68,0.4,one_missing,no_gap,296,285,78.17465378263927
68,0.4,one_missing,no_base,296,285,78.33383448419049
68,0.4,one_missing,base_to_gap,296,285,76.20185509340875
68,0.4,one_missing,gap_to_base,296,285,77.54385964912281
68,0.4,AT,normal,96,92,84.69870327993895
68,0.4,AT,no_gap,96,92,84.69870327993895
68,0.4,AT,no_base,96,92,84.69870327993895
68,0.4,AT,base_to_gap,96,92,84.69870327993895
68,0.4,AT,gap_to_base,96,92,84.69870327993895
68,0.4,AV,normal,92,89,52.65071137857863
68,0.4,AV,no_gap,92,89,55.159367117633565
68,0.4,AV,no_base,92,89,54.988083077970714
68,0.4,AV,base_to_gap,92,89,49.90106706239842
68,0.4,AV,gap_to_base,92,89,52.988285919196755
68,0.4,TV,normal,108,104,92.2071392659628
68,0.4,TV,no_gap,108,104,92.2071392659628
68,0.4,TV,no_base,108,104,92.2071392659628
68,0.4,TV,base_to_gap,108,104,91.19935785403041
68,0.4,TV,gap_to_base,108,104,92.2071392659628
68,0.5,one_missing,normal,270,257,79.00307863342884
68,0.5,one_missing,no_gap,270,257,77.05121682321182
68,0.5,one_missing,no_base,270,257,78.24793256839193
68,0.5,one_missing,base_to_gap,270,257,79.3063906878079
68,0.5,one_missing,gap_to_base,270,257,79.03178164673804
68,0.5,AT,normal,92,88,81.72303886589603
68,0.5,AT,no_gap,92,88,81.78030303030303
68,0.5,AT,no_base,92,88,81.72303886589603
68,0.5,AT,base_to_gap,92,88,81.72303886589603
68,0.5,AT,gap_to_base,92,88,81.72303886589603
68,0.5,AV,normal,88,83,69.94076523960766
68,0.5,AV,no_gap,88,83,63.9607380571236
68,0.5,AV,no_base,88,83,66.088540207341
68,0.5,AV,base_to_gap,88,83,70.990344356148
68,0.5,AV,gap_to_base,88,83,68.35523913837167
68,0.5,TV,normal,90,86,84.86086470071125
68,0.5,TV,no_gap,90,86,84.86086470071125
68,0.5,TV,no_base,90,86,86.00033350863916
68,0.5,TV,base_to_gap,90,86,84.86086470071125
68,0.5,TV,gap_to_base,90,86,86.00033350863916
68,0.6,one_missing,normal,192,178,80.2354663795917
68,0.6,one_missing,no_gap,192,178,80.85003067224659
68,0.6,one_missing,no_base,192,178,78.62717839944968
68,0.6,one_missing,base_to_gap,192,178,80.14842132199877
68,0.6,one_missing,gap_to_base,192,178,79.68971477960241
68,0.6,AT,normal,73,70,84.08163265306122
68,0.6,AT,no_gap,73,70,88.51526851526852
68,0.6,AT,no_base,73,70,85.57330827067669
68,0.6,AT,base_to_gap,73,70,84.08163265306122
68,0.6,AT,gap_to_base,73,70,84.08163265306122
68,0.6,AV,normal,52,44,60.124401913875595
68,0.6,AV,no_gap,52,44,55.693779904306226
68,0.6,AV,no_base,52,44,50.621118012422365
68,0.6,AV,base_to_gap,52,44,59.982174688057036
68,0.6,AV,gap_to_base,52,44,57.83502212073641
68,0.6,TV,normal,67,64,90.48423423423424
68,0.6,TV,no_gap,67,64,90.48423423423424
68,0.6,TV,no_base,67,64,90.48423423423424
68,0.6,TV,base_to_gap,67,64,90.48423423423424
68,0.6,TV,gap_to_base,67,64,90.48423423423424
68,0.7,one_missing,normal,136,131,74.18936731913833
68,0.7,one_missing,no_gap,136,131,72.72617699696848
68,0.7,one_missing,no_base,136,131,75.0195724261747
68,0.7,one_missing,base_to_gap,136,131,75.64638060101116
68,0.7,one_missing,gap_to_base,136,131,75.75660177508308
68,0.7,AT,normal,46,44,90.9090909090909
68,0.7,AT,no_gap,46,44,88.69149718206323
68,0.7,AT,no_base,46,44,93.1404958677686
68,0.7,AT,base_to_gap,46,44,90.9090909090909
68,0.7,AT,gap_to_base,46,44,93.1404958677686
68,0.7,AV,normal,46,45,53.47410759175465
68,0.7,AV,no_gap,46,45,51.355555555555554
68,0.7,AV,no_base,46,45,53.56424212436088
68,0.7,AV,base_to_gap,46,45,57.60553005836025
68,0.7,AV,gap_to_base,46,45,55.82010582010582
68,0.7,TV,normal,44,42,78.83381924198251
68,0.7,TV,no_gap,44,42,78.83381924198251
68,0.7,TV,no_base,44,42,78.83381924198251
68,0.7,TV,base_to_gap,44,42,78.83381924198251
68,0.7,TV,gap_to_base,44,42,78.83381924198251
69,0.0,one_missing,normal,0,0,
69,0.0,one_missing,no_gap,0,0,
69,0.0,one_missing,no_base,0,0,
69,0.0,one_missing,base_to_gap,0,0,
69,0.0,one_missing,gap_to_base,0,0,
69,0.0,AT,normal,0,0,
69,0.0,AT,no_gap,0,0,
69,0.0,AT,no_base,0,0,
69,0.0,AT,base_to_gap,0,0,
69,0.0,AT,gap_to_base,0,0,
69,0.0,AV,normal,0,0,
69,0.0,AV,no_gap,0,0,
69,0.0,AV,no_base,0,0,
69,0.0,AV,base_to_gap,0,0,
69,0.0,AV,gap_to_base,0,0,
69,0.0,TV,normal,0,0,
69,0.0,TV,no_gap,0,0,
69,0.0,TV,no_base,0,0,
69,0.0,TV,base_to_gap,0,0,
69,0.0,TV,gap_to_base,0,0,
69,0.1,one_missing,normal,159,153,79.2487597448618
69,0.1,one_missing,no_gap,159,153,77.95180722891565
69,0.1,one_missing,no_base,159,153,74.69571208293691
69,0.1,one_missing,base_to_gap,159,153,78.58273133814929
69,0.1,one_missing,gap_to_base,159,153,76.00659873650922
69,0.1,AT,normal,49,48,89.60618692408951
69,0.1,AT,no_gap,49,48,87.5
69,0.1,AT,no_base,49,48,81.29113646336111
69,0.1,AT,base_to_gap,49,48,87.5
69,0.1,AT,gap_to_base,49,48,81.29113646336111
69,0.1,AV,normal,58,56,63.966429483670865
69,0.1,AV,no_gap,58,56,61.96034537895746
69,0.1,AV,no_base,58,56,59.908424908424905
69,0.1,AV,base_to_gap,58,56,64.51377485860245
69,0.1,AV,gap_to_base,58,56,64.28571428571429
69,0.1,TV,normal,52,49,85.6522009064382
69,0.1,TV,no_gap,52,49,85.6522009064382
69,0.1,TV,no_base,52,49,83.6734693877551
69,0.1,TV,base_to_gap,52,49,85.6522009064382
69,0.1,TV,gap_to_base,52,49,83.6734693877551
69,0.2,one_missing,normal,263,250,79.17974025974026
69,0.2,one_missing,no_gap,263,250,76.46494472070681
69,0.2,one_missing,no_base,263,250,75.67334394238962
69,0.2,one_missing,base_to_gap,263,250,79.13082942097027
69,0.2,one_missing,gap_to_base,263,250,77.24231011279468
69,0.2,AT,normal,96,90,83.42857142857143
69,0.2,AT,no_gap,96,90,81.26591854747195
69,0.2,AT,no_base,96,90,79.00952380952381
69,0.2,AT,base_to_gap,96,90,84.50790413054564
69,0.2,AT,gap_to_base,96,90,82.29474757776646
69,0.2,AV,normal,87,83,67.49836058080272
69,0.2,AV,no_gap,87,83,62.41149670703767
69,0.2,AV,no_base,87,83,61.10877074732496
69,0.2,AV,base_to_gap,87,83,67.43174897391764
69,0.2,AV,gap_to_base,87,83,63.88690651106167
69,0.2,TV,normal,80,77,86.8930658944339
69,0.2,TV,no_gap,80,77,85.54272970124747
69,0.2,TV,no_base,80,77,86.95114409400124
69,0.2,TV,base_to_gap,80,77,85.54272970124747
69,0.2,TV,gap_to_base,80,77,85.67065040847494
69,0.3,one_missing,normal,301,288,79.30724246513721
69,0.3,one_missing,no_gap,301,288,79.38008280958742
69,0.3,one_missing,no_base,301,288,79.40379403794037
69,0.3,one_missing,base_to_gap,301,288,78.86837015625372
