seed,rate,sample_index,pattern,label,t_minus1,t_minus_half,t_zero,t_half,normal,odd1,even1,oddhalf,evenhalf
66,0.1,9,AT,0.800000011920929,0.7839982509613037,0.7839982509613037,0.7839982509613037,0.7839982509613037,0.7839982509613037,0.0,0.0,0.0,0.0
66,0.1,12,AV,-2.5999999046325684,-0.0629536584019661,-0.0629536584019661,-0.0629536584019661,-0.0629536584019661,-0.0629536584019661,0.0,0.0,0.0,0.0
66,0.1,17,AT,-2.799999952316284,-1.313437581062317,-1.313437581062317,-1.313437581062317,-1.313437581062317,-1.313437581062317,0.0,0.0,0.0,0.0
66,0.1,20,AT,-2.5999999046325684,-0.8192854523658752,-0.8192854523658752,-0.8192854523658752,-0.8192854523658752,-0.8192854523658752,0.0,0.0,0.0,0.0
66,0.1,28,AV,0.20000000298023224,0.3382636308670044,0.3382636308670044,0.3382636308670044,0.3382636308670044,0.3382636308670044,0.0,0.0,0.0,0.0
66,0.1,30,AT,-2.799999952316284,-1.011436104774475,-1.011436104774475,-1.011436104774475,-1.011436104774475,-1.011436104774475,0.0,0.0,0.0,0.0
66,0.1,41,TV,-1.600000023841858,-0.453730970621109,-0.4449408948421478,-0.43716421723365784,-0.4304587244987488,-0.4248559772968292,0.014437496662139893,-0.0021292567253112793,0.007241085171699524,-0.0005355924367904663
66,0.1,46,AV,3.0,-0.3601706922054291,-0.35861489176750183,-0.35694605112075806,-0.35518938302993774,-0.35337668657302856,0.0033970028162002563,0.00017236173152923584,0.0017127543687820435,4.391372203826904e-05
66,0.1,52,TV,-2.0,-0.35826483368873596,-0.3564070463180542,-0.3552028238773346,-0.35466915369033813,-0.35481441020965576,0.0017252117395401,-0.001336798071861267,0.0008689463138580322,-0.00033527612686157227
66,0.1,68,AT,-1.2000000476837158,-0.9370567798614502,-0.9362443685531616,-0.9360763430595398,-0.9365596771240234,-0.937696635723114,-0.0003199279308319092,-0.0013003647327423096,-0.0001576542854309082,-0.0003256797790527344
66,0.1,74,TV,-0.800000011920929,-1.0597517490386963,-1.0625081062316895,-1.0663864612579346,-1.071352481842041,-1.0772665739059448,-0.008757412433624268,-0.0021227002143859863,-0.004422187805175781,-0.0005438327789306641
66,0.1,77,AV,-1.0,-0.5452560186386108,-0.5432993769645691,-0.5409271717071533,-0.5382344126701355,-0.5353342890739441,0.004960864782333374,0.0006320178508758545,0.002532482147216797,0.0001602768898010254
66,0.1,78,AV,-2.0,-0.13506847620010376,-0.1332319974899292,-0.13082051277160645,-0.12790685892105103,-0.12459414452314377,0.005237165838479996,0.0009892024099826813,0.002662569284439087,0.000251084566116333
66,0.1,84,TV,-1.7999999523162842,-1.0967702865600586,-1.0915743112564087,-1.0881308317184448,-1.086591362953186,-1.086974024772644,0.004898130893707275,-0.003741323947906494,0.002491474151611328,-0.0009520053863525391
66,0.1,85,TV,-1.600000023841858,-0.5412845611572266,-0.55036860704422,-0.5597034692764282,-0.568974494934082,-0.5779469013214111,-0.018331170082092285,8.7738037109375e-05,-0.00930294394493103,3.191828727722168e-05
66,0.1,99,TV,-1.5,-0.3677089512348175,-0.3787439167499542,-0.39018386602401733,-0.4016922414302826,-0.41300782561302185,-0.022649437189102173,-0.00017452239990234375,-0.011474162340164185,-3.421306610107422e-05
66,0.1,100,AV,-1.600000023841858,-0.48138880729675293,-0.4801481366157532,-0.47855764627456665,-0.4767090082168579,-0.47472965717315674,0.0033295750617980957,0.0004984140396118164,0.0017195641994476318,0.0001290738582611084
66,0.1,101,AT,-0.800000011920929,-0.8352200984954834,-0.8307806253433228,-0.827616274356842,-0.8258817791938782,-0.8257509469985962,0.0047345757484436035,-0.002869248390197754,0.00244942307472229,-0.0007149279117584229
66,0.1,103,AT,-1.600000023841858,-0.9251898527145386,-0.9244716167449951,-0.9241063594818115,-0.9240760207176208,-0.9243658185005188,0.0004120171070098877,-0.0006714761257171631,0.0001977980136871338,-0.00016745924949645996
66,0.1,109,TV,-0.800000011920929,-1.1781569719314575,-1.1993049383163452,-1.2189513444900513,-1.2361955642700195,-1.2505532503128052,-0.03619813919067383,0.004596233367919922,-0.018445312976837158,0.0012010931968688965
66,0.1,113,TV,-2.0,-0.3657954931259155,-0.37396708130836487,-0.3824792206287384,-0.391103595495224,-0.3996427655220032,-0.016923636198043823,-0.00023990869522094727,-0.008568257093429565,-5.6117773056030273e-05
66,0.1,115,TV,-2.200000047683716,-0.8002138137817383,-0.8193813562393188,-0.8389564752578735,-0.8581545352935791,-0.8763191103935242,-0.038052648305892944,0.0006900131702423096,-0.019386589527130127,0.00018852949142456055
66,0.1,116,AV,0.800000011920929,-0.2839936316013336,-0.28409212827682495,-0.2836107313632965,-0.28253424167633057,-0.2808986306190491,0.001547500491142273,0.0011646002531051636,0.0007789433002471924,0.00029754638671875
66,0.1,123,AV,1.600000023841858,-0.3105795979499817,-0.3092915713787079,-0.3071097731590271,-0.3040875196456909,-0.3003171682357788,0.00513121485710144,0.0016613900661468506,0.002602025866508484,0.00042022764682769775
66,0.1,124,AV,-1.7999999523162842,0.2784471809864044,0.2802535593509674,0.281913697719574,0.2833173871040344,0.28430303931236267,0.002927929162979126,-0.0005385875701904297,0.0015319138765335083,-0.00012822449207305908
66,0.1,125,TV,0.20000000298023224,1.518820881843567,1.5093417167663574,1.4980814456939697,1.4852468967437744,1.4711129665374756,-0.023853957653045654,-0.0031145215034484863,-0.012047410011291504,-0.0007871389389038086
66,0.1,126,TV,1.2000000476837158,2.074843645095825,2.0773301124572754,2.078702449798584,2.0790834426879883,2.07857346534729,0.0018649101257324219,-0.001993894577026367,0.0008766651153564453,-0.0004956722259521484
66,0.1,127,AV,2.200000047683716,0.23088416457176208,0.23273354768753052,0.23463651537895203,0.23648419976234436,0.23811304569244385,0.0036144405603408813,-0.00013791024684906006,0.0018753260374069214,-2.7641654014587402e-05
66,0.1,128,AV,1.7999999523162842,0.39101648330688477,0.393912136554718,0.3942585289478302,0.39198988676071167,0.38711631298065186,-0.001950085163116455,-0.00519213080406189,-0.0009611248970031738,-0.0013075172901153564
66,0.1,132,TV,-1.399999976158142,-0.9014866948127747,-0.9125121235847473,-0.9236546158790588,-0.9345672130584717,-0.9449577927589417,-0.021735548973083496,0.0004323720932006836,-0.011027544736862183,0.00011494755744934082
66,0.1,154,AT,-2.200000047683716,0.13575893640518188,0.13673743605613708,0.1367238461971283,0.13576450943946838,0.1338491141796112,-0.0009549111127853394,-0.0019198209047317505,-0.0004864633083343506,-0.0004728734493255615
66,0.1,163,AV,1.600000023841858,0.275178462266922,0.2770821154117584,0.2794603109359741,0.2822483777999878,0.28532350063323975,0.0050725191831588745,0.0007906705141067505,0.002583131194114685,0.00020493566989898682
