dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
CMUMOSI,0.7,audio,1,1256,0.0007095014762291763,0.021804277488522848,0.1891553000440216,0.021094776016725287,0.1673510224531719,0.9999998219453605,0.9999998193352845,0.9698193045036428,0.9996073637513598,0.9782036691429509,0.9957936669041396,0.021194953471422195,0.1037173792719841
CMUMOSI,0.7,audio,2-3,1176,0.21101610705915358,0.2154182686793561,0.2614412098334228,0.004402161620202519,0.04602294103527556,0.9648175924053403,0.9648175880211551,0.9525494214628829,0.9879613234883263,0.9668028048512076,0.9681236243673733,0.004501350224018097,0.008734602481126785
CMUMOSI,0.7,audio,4-7,512,0.2977545439207461,0.3021652448660461,0.3371080103534041,0.00441070094530005,0.0349427657056367,0.9418643073295243,0.9418643072713166,0.9297711313702166,0.9365372064057738,0.9164787667104974,0.9327586630824953,0.005224902182817459,0.006393849849700928
CMUMOSI,0.7,audio,8+,24,0.45259162566314143,0.44985705614089966,0.45112468488514423,-0.002734569522241751,0.0012676287442445755,0.8981131538748741,0.8981131489078203,0.89708544810613,1.0203928103049595,0.9985466475288073,0.9907329976558685,-0.004189133644104004,0.009908974170684814
CMUMOSI,0.7,text,1,1304,0.0015602192945342347,0.022436030097648593,0.14906663844430465,0.02087581080550248,0.1266306081895311,0.9999992188774735,0.9999992194259825,0.9763238043324348,0.9989873615602043,0.9775969537397835,0.9388557727580056,0.020919468253850937,0.049340665340423584
CMUMOSI,0.7,text,2-3,1064,0.1784531999715513,0.18919833957854854,0.23427802768598935,0.010745139606997259,0.04507968809518655,0.968319541557615,0.9683195449467888,0.9555590719096643,0.9263155042733017,0.9064784667601711,0.8917213296587754,0.012945406138896942,0.006261587142944336
CMUMOSI,0.7,text,4-7,344,0.31173063592638733,0.32026841097273107,0.3375365541554814,0.00853777504634372,0.017268143117774363,0.9309570215599134,0.9309570281441475,0.9222750184126198,0.8520195743199005,0.8337721337759217,0.834621211383925,0.010401710867881775,0.0024277493357658386
CMUMOSI,0.7,text,8+,80,0.5016679745167494,0.5094041597098112,0.5195354415103793,0.007736185193061828,0.010131281800568104,0.8518037206027657,0.8518037280999124,0.8424431385938078,0.6627289094030857,0.6485190585255622,0.6708254523575305,0.009050071239471436,0.0025127381086349487
CMUMOSI,0.7,visual,1,1280,0.0010239202739398933,0.02195402850629762,0.17571068549950725,0.020930108251923228,0.1537566569786577,0.9999995883088559,0.9999995875172317,0.966234182775952,0.9994648764841259,0.9780642366036773,0.9878313607536257,0.020973903127014637,0.05460662953555584
CMUMOSI,0.7,visual,2-3,1112,0.20991774778829875,0.21667217515851203,0.2576397608382721,0.006754427369375773,0.04096758580873821,0.9560947826118777,0.9560947801194174,0.9443218195743912,0.9804806534013302,0.9594868401722084,0.9589507943756289,0.008771738037467003,0.003101840615272522
CMUMOSI,0.7,visual,4-7,440,0.2931245960464532,0.2991197947412729,0.31366864195601507,0.005995198694819754,0.014548847197809002,0.9415974480861967,0.9415974483571269,0.937234236706387,0.9390612680803646,0.9189542164856738,0.9180422815409574,0.00814402848482132,0.0009004920721054077
CMUMOSI,0.7,visual,8+,24,0.4808065751567483,0.48072636934618157,0.4427731018513441,-8.020581056674321e-05,-0.03795326749483744,0.8790295546253523,0.8790295521418253,0.897013800839583,0.9679460600018501,0.9472107117374738,0.9279815728465716,-0.00272919237613678,-0.005400806665420532
